07/05/2026;19:24:18;1841;1828;1176;-160;241.52;2;-1;0
07/05/2026;19:24:19;1876;1783;1181;-160;218.67;-7;-4;0
07/05/2026;19:24:20;1911;1619;1072;-144;276.68;-2;-1;0
07/05/2026;19:24:21;1946;1575;1072;-144;339.96;-4;0;0
07/05/2026;19:24:22;1981;1662;1036;-144;320.62;6;-4;0
07/05/2026;19:24:23;2016;1861;844;-168;280.20;3;-8;0
07/05/2026;19:24:24;2051;1891;562;-160;262.62;-1;-9;0
07/05/2026;19:24:25;2086;1852;446;-160;143.09;-5;1;0
07/05/2026;19:24:26;2121;1745;582;-160;139.57;-3;2;0
07/05/2026;19:24:27;2156;1718;607;-160;139.57;-1;0;0
07/05/2026;19:24:28;2218;1555;581;-160;157.15;-8;1;0
07/05/2026;19:24:29;2253;1307;712;-160;144.84;-7;4;0
07/05/2026;19:24:30;2288;1082;891;-144;107.93;-5;6;0
07/05/2026;19:24:31;2323;972;1157;-128;111.45;-4;7;0
07/05/2026;19:24:32;2358;891;1435;-128;120.23;-3;7;0
07/05/2026;19:24:33;2393;847;1463;-128;181.76;-5;-1;0
07/05/2026;19:24:34;2428;746;1423;-128;252.07;-3;-6;0
07/05/2026;19:24:35;2463;751;1172;-128;283.71;1;-9;0
07/05/2026;19:24:36;2498;822;1011;-128;322.38;0;-1;0
07/05/2026;19:24:38;2543;833;982;-128;281.95;1;-5;0
07/05/2026;19:24:39;2578;845;728;-128;285.47;0;-9;0
07/05/2026;19:24:40;2613;831;560;-128;266.13;-1;0;0
07/05/2026;19:24:41;2648;817;497;-128;257.34;-2;-7;0
07/05/2026;19:24:42;2683;687;287;-128;185.27;-8;-3;0
07/05/2026;19:24:43;2718;408;266;-128;185.27;-9;0;0
07/05/2026;19:24:44;2753;208;252;-124;185.27;0;-1;0
07/05/2026;19:24:45;2788;182;298;-124;167.70;-6;3;1
07/05/2026;19:24:46;2823;80;260;-124;246.80;0;-1;1
07/05/2026;19:24:47;2859;80;303;-124;287.23;-1;0;1
07/05/2026;19:24:48;2894;94;221;-64;288.98;0;-1;1
07/05/2026;19:24:49;2929;115;176;0;310.08;3;-6;0
07/05/2026;19:24:50;2964;337;71;0;8.09;8;0;0
07/05/2026;19:24:51;2999;623;102;0;8.09;8;1;0
07/05/2026;19:24:52;3034;890;36;0;304.80;6;-6;0
07/05/2026;19:24:53;3069;931;-128;0;253.83;-3;-1;0
07/05/2026;19:24:55;3150;936;-128;0;285.47;0;0;0
07/05/2026;19:24:56;3185;935;-178;0;259.10;-2;-7;0
07/05/2026;19:24:57;3220;871;-418;-8;213.40;-2;-5;0
07/05/2026;19:24:58;3255;705;-453;-8;151.88;-8;1;0
07/05/2026;19:24:59;3290;570;-362;0;209.88;3;2;0
07/05/2026;19:25:00;3325;531;-444;0;222.19;-6;-6;0
07/05/2026;19:25:01;3360;482;-631;0;318.87;4;-6;0
07/05/2026;19:25:02;3395;629;-768;0;318.87;3;-5;0
07/05/2026;19:25:03;3430;751;-817;0;34.45;0;1;0
07/05/2026;19:25:04;3465;933;-684;-8;41.48;6;4;0
07/05/2026;19:25:05;3500;1169;-598;-8;1.05;7;0;0
07/05/2026;19:25:06;3535;1223;-582;0;352.27;-7;0;0
07/05/2026;19:25:07;3570;1201;-536;0;2.81;-1;0;0
07/05/2026;19:25:08;3605;1010;-500;-8;294.26;-5;2;0
07/05/2026;19:25:09;3640;973;-521;-8;246.80;1;4;0
07/05/2026;19:25:10;3675;912;-511;-8;171.21;-2;-1;0
07/05/2026;19:25:11;3710;829;-393;0;137.81;-5;6;0
07/05/2026;19:25:12;3745;624;-393;0;260.86;-5;-6;0
07/05/2026;19:25:13;3780;495;-435;0;324.14;-6;3;0
07/05/2026;19:25:15;3863;536;-486;0;1.05;6;-3;0
07/05/2026;19:25:16;3898;735;-485;-8;30.94;0;2;0
07/05/2026;19:25:17;3933;885;-431;-8;338.20;7;-2;0
07/05/2026;19:25:18;3968;1151;-502;-8;22.15;7;1;0
07/05/2026;19:25:19;4003;1432;-462;84;2.81;8;0;2
07/05/2026;19:25:20;4038;1607;-427;136;71.37;1;0;0
07/05/2026;19:25:21;4073;1626;-435;136;127.62;1;-3;0
07/05/2026;19:25:22;4108;1638;-455;136;134.65;0;-1;0
07/05/2026;19:25:24;4153;1548;-299;136;150.47;-4;3;0
07/05/2026;19:25:25;4188;1638;-201;136;257.70;2;0;0
07/05/2026;19:25:26;4223;1666;-341;136;245.39;-2;-6;0
07/05/2026;19:25:27;4258;1641;-420;136;264.73;-1;-2;0
07/05/2026;19:25:28;4293;1635;-635;136;248.91;-2;-8;0
07/05/2026;19:25:29;4328;1626;-816;136;342.07;4;-1;0
07/05/2026;19:25:30;4363;1759;-728;136;69.96;0;4;0
07/05/2026;19:25:31;4398;1783;-498;136;33.05;4;6;0
07/05/2026;19:25:32;4433;1808;-396;136;354.38;-2;0;0
07/05/2026;19:25:33;4497;1797;-391;136;299.88;1;-3;0
07/05/2026;19:25:34;4532;1963;-539;136;352.62;7;-3;0
07/05/2026;19:25:35;4567;2219;-531;136;4.92;3;0;0
07/05/2026;19:25:36;4602;2177;-531;136;285.82;-1;-1;0
07/05/2026;19:25:37;4637;2103;-559;136;189.14;-7;-2;0
07/05/2026;19:25:38;4672;1914;-560;136;210.23;-7;-1;0
07/05/2026;19:25:39;4707;1851;-708;136;299.88;3;-7;0
07/05/2026;19:25:40;4742;1879;-796;136;48.87;0;-1;0
07/05/2026;19:25:41;4777;1879;-753;136;352.62;0;1;0
07/05/2026;19:25:42;4812;1879;-800;136;343.83;0;-1;0
07/05/2026;19:25:43;4847;1879;-732;136;87.54;0;5;0
07/05/2026;19:25:44;4882;1877;-624;136;82.27;-1;-3;0
07/05/2026;19:25:45;4917;1865;-704;136;85.78;-1;-1;0
07/05/2026;19:25:46;4952;1867;-671;136;92.81;0;0;0
07/05/2026;19:25:48;4990;1868;-682;136;92.81;0;-1;0
07/05/2026;19:25:49;5031;1862;-564;136;62.93;-1;2;0
07/05/2026;19:25:50;5066;1937;-546;136;4.92;6;-1;0
07/05/2026;19:25:51;5101;2212;-544;136;345.59;8;-1;0
07/05/2026;19:25:52;5136;2464;-480;136;64.69;4;6;0
07/05/2026;19:25:53;5171;2514;-217;136;89.30;0;8;0
07/05/2026;19:25:54;5206;2503;-61;136;178.95;2;-2;0
07/05/2026;19:25:55;5241;2483;-161;136;254.53;-3;-7;0
07/05/2026;19:25:56;5276;2350;-386;128;180.70;-8;-3;0
07/05/2026;19:25:57;5311;2103;-323;136;96.33;-5;6;0
07/05/2026;19:25:59;5377;2061;-245;136;222.89;-3;-3;0
07/05/2026;19:26:00;5412;1978;-403;128;238.71;-5;-7;0
07/05/2026;19:26:01;5447;1860;-658;136;286.17;-1;-8;0
07/05/2026;19:26:02;5482;1876;-792;136;22.85;0;-1;0
07/05/2026;19:26:03;5524;1857;-725;136;70.31;2;6;0
07/05/2026;19:26:04;5559;1925;-498;136;42.19;3;5;0
07/05/2026;19:26:05;5594;2121;-302;136;36.91;6;5;0
07/05/2026;19:26:06;5629;2149;-273;136;356.48;1;0;0
07/05/2026;19:26:07;5664;2162;-336;136;319.57;3;-6;0
07/05/2026;19:26:08;5699;2239;-401;128;75.59;1;4;0
07/05/2026;19:26:09;5734;2255;-156;128;121.29;-3;7;0
07/05/2026;19:26:10;5769;2219;126;136;82.62;-1;5;0
07/05/2026;19:26:11;5813;2304;167;136;354.73;7;-1;0
07/05/2026;19:26:12;5848;2527;106;136;279.14;0;-3;0
07/05/2026;19:26:13;5883;2527;128;136;156.09;-1;1;0
07/05/2026;19:26:14;5918;2380;175;136;164.88;-5;0;0
07/05/2026;19:26:15;5966;2240;207;144;103.36;0;-2;0
07/05/2026;19:26:16;6001;2252;220;144;98.09;-1;6;0
07/05/2026;19:26:17;6036;2205;493;136;96.33;-2;8;0
07/05/2026;19:26:18;6071;2193;609;136;333.28;-2;0;0
07/05/2026;19:26:19;6106;2266;493;136;342.07;5;-5;0
07/05/2026;19:26:20;6141;2432;545;136;18.98;3;3;0
07/05/2026;19:26:21;6176;2320;536;136;335.04;-1;0;0
07/05/2026;19:26:22;6211;2320;562;136;243.63;-1;-5;0
07/05/2026;19:26:23;6246;2296;326;136;255.94;-2;-4;0
07/05/2026;19:26:24;6281;2263;256;144;268.24;-1;0;0
07/05/2026;19:26:25;6316;2258;205;144;266.48;-1;-7;0
07/05/2026;19:26:26;6351;2192;-51;144;271.76;-1;-9;0
07/05/2026;19:26:27;6386;2176;-198;136;255.94;0;-3;0
07/05/2026;19:26:28;6421;2244;-152;131;252.42;2;7;0
07/05/2026;19:26:29;6456;2243;-98;128;238.36;1;2;0
07/05/2026;19:26:30;6491;2367;107;128;238.36;3;5;0
07/05/2026;19:26:31;6526;2326;34;128;247.15;-4;-7;0
07/05/2026;19:26:32;6561;2202;-227;136;234.84;-5;-8;0
07/05/2026;19:26:33;6596;2035;-323;136;175.08;-8;-1;0
07/05/2026;19:26:34;6631;1751;-328;136;187.38;-9;-1;0
07/05/2026;19:26:35;6666;1463;-366;136;203.20;-8;-3;0
07/05/2026;19:26:36;6701;1184;-470;16;203.20;-9;-4;0
07/05/2026;19:26:37;6736;930;-584;-8;175.08;-3;-2;0
07/05/2026;19:26:38;6771;898;-517;-8;83.67;0;6;0
07/05/2026;19:26:39;6806;952;-254;0;25.66;4;6;0
07/05/2026;19:26:40;6841;1182;-235;0;338.20;7;-3;0
07/05/2026;19:26:41;6876;1247;-299;0;216.91;0;-1;0
07/05/2026;19:26:42;6911;1132;-275;-8;158.91;-8;2;0
07/05/2026;19:26:43;6946;956;-177;0;99.14;-1;0;0
07/05/2026;19:26:44;6981;945;-158;0;97.38;-2;6;0
07/05/2026;19:26:45;7016;942;117;0;85.08;0;8;0
07/05/2026;19:26:46;7051;952;360;0;160.66;0;1;0
07/05/2026;19:26:47;7086;902;318;0;213.40;-7;-5;0
07/05/2026;19:26:48;7121;738;174;0;213.40;-6;-5;0
07/05/2026;19:26:49;7156;482;86;0;178.24;-9;-1;0
07/05/2026;19:26:50;7191;194;103;0;157.15;-8;2;0
07/05/2026;19:26:51;7226;-78;204;0;157.15;-8;3;0
07/05/2026;19:26:52;7261;-230;268;0;204.61;-1;0;0
07/05/2026;19:26:53;7296;-291;217;0;153.63;-1;-1;0
07/05/2026;19:26:54;7331;-260;145;16;30.59;2;1;0
07/05/2026;19:26:55;7366;-196;248;0;51.68;2;5;0
07/05/2026;19:26:56;7401;-25;455;0;20.04;6;4;0
07/05/2026;19:26:58;7449;44;414;0;290.39;0;-7;0
07/05/2026;19:26:59;7484;219;241;-66;5.98;7;-3;0
07/05/2026;19:27:00;7519;504;213;-128;5.98;8;0;0
07/05/2026;19:27:01;7554;762;303;-128;63.98;4;6;0
07/05/2026;19:27:02;7589;827;494;-128;93.87;0;2;0
07/05/2026;19:27:03;7626;825;530;-128;93.87;-1;6;0
07/05/2026;19:27:04;7661;856;793;-128;39.38;4;6;0
07/05/2026;19:27:05;7696;1009;944;-128;39.38;1;1;0
07/05/2026;19:27:06;7732;1027;951;-128;323.79;2;-2;0
07/05/2026;19:27:07;7767;1210;799;-160;323.79;6;-6;0
07/05/2026;19:27:08;7802;1443;628;-160;353.67;7;-4;0
07/05/2026;19:27:09;7837;1719;616;-160;48.16;7;3;0
07/05/2026;19:27:10;7872;1768;616;-160;51.68;-1;-2;0
07/05/2026;19:27:11;7907;1665;537;-160;85.08;-3;-6;0
07/05/2026;19:27:12;7942;1651;655;-160;92.11;-1;7;0
07/05/2026;19:27:13;7977;1659;946;-168;90.35;0;8;0
07/05/2026;19:27:14;8012;1626;1234;-168;130.78;-3;8;0
07/05/2026;19:27:15;8047;1434;1435;-160;187.03;-8;2;0
07/05/2026;19:27:16;8082;1261;1355;-160;178.24;-8;-3;0
07/05/2026;19:27:17;8117;1074;1255;-144;202.85;-4;-4;0
07/05/2026;19:27:18;8152;867;1293;-128;106.17;-5;6;0
07/05/2026;19:27:19;8187;860;1463;-128;60.47;0;0;0
07/05/2026;19:27:20;8222;828;1451;-128;86.84;0;6;0
07/05/2026;19:27:21;8257;823;1576;-128;86.84;-1;-5;0
07/05/2026;19:27:22;8292;837;1448;-128;41.13;4;2;0
07/05/2026;19:27:23;8327;932;1588;-128;46.41;2;2;0
07/05/2026;19:27:24;8362;928;1672;-136;120.23;-4;5;0
07/05/2026;19:27:25;8397;768;1887;-136;81.56;-3;7;0
07/05/2026;19:27:26;8432;878;2022;-128;318.52;6;-3;0
07/05/2026;19:27:27;8467;917;1977;-128;195.47;-4;-2;0
07/05/2026;19:27:28;8502;682;1931;-136;153.28;-8;0;0
07/05/2026;19:27:29;8537;598;1978;-128;51.33;2;4;0
07/05/2026;19:27:30;8572;650;2030;-128;158.55;1;-1;0
07/05/2026;19:27:31;8607;633;1990;-128;179.65;-7;-1;0
07/05/2026;19:27:32;8642;357;1981;-128;179.65;-9;0;0
07/05/2026;19:27:33;8677;69;1994;-128;170.86;-9;1;0
07/05/2026;19:27:34;8712;-198;1941;-136;179.65;-6;-3;0
07/05/2026;19:27:35;8747;-264;1976;-128;102.30;-1;2;0
07/05/2026;19:27:36;8782;-257;1983;-128;10.90;4;1;0
07/05/2026;19:27:37;8817;-168;1973;-128;261.91;-1;-5;0
07/05/2026;19:27:38;8852;-159;1768;-128;281.25;0;0;0
07/05/2026;19:27:39;8887;-158;1804;-128;284.77;1;-4;0
07/05/2026;19:27:40;8922;-109;1770;-128;251.37;0;0;0
07/05/2026;19:27:41;8957;-108;1760;-128;283.01;-1;-1;0
07/05/2026;19:27:42;8992;-100;1646;-128;300.59;0;-2;0
07/05/2026;19:27:43;9027;-2;1487;-128;274.22;1;-3;0
07/05/2026;19:27:44;9062;-38;1446;-128;186.33;-7;-2;0
07/05/2026;19:27:45;9097;-234;1550;-128;65.04;-2;5;0
07/05/2026;19:27:46;9132;-245;1598;-128;358.24;5;-1;0
07/05/2026;19:27:47;9167;-225;1609;-128;8.79;3;0;0
07/05/2026;19:27:48;9202;-225;1623;-128;351.21;2;0;0
07/05/2026;19:27:49;9237;-225;1628;-128;0.00;6;0;0
07/05/2026;19:27:50;9272;-48;1633;-128;340.66;8;-2;0
07/05/2026;19:27:51;9307;237;1603;-128;323.09;7;-3;0
07/05/2026;19:27:52;9342;359;1441;-128;300.23;0;-2;0
07/05/2026;19:27:53;9377;495;1405;-128;38.67;0;0;0
07/05/2026;19:27:54;9429;464;1512;-128;188.09;-1;1;0
07/05/2026;19:27:55;9464;377;1427;-128;230.27;-5;-6;0
07/05/2026;19:27:56;9499;219;1193;-128;242.58;-4;-8;0
07/05/2026;19:27:57;9534;193;932;-128;305.86;4;-7;0
07/05/2026;19:27:58;9569;347;848;-128;355.08;6;-1;0
07/05/2026;19:27:59;9604;447;859;-128;100.55;1;-3;0
07/05/2026;19:28:00;9639;444;1021;-128;88.24;0;7;0
07/05/2026;19:28:01;9674;460;1247;-128;44.30;2;0;0
07/05/2026;19:28:02;9709;479;1218;-128;312.89;0;-2;0
07/05/2026;19:28:17;10232;479;1197;-128;265.43;-1;-4;0
07/05/2026;19:28:18;10270;499;1025;-128;325.20;-4;2;0
07/05/2026;19:28:19;10305;551;1029;-128;0.35;7;-2;0
07/05/2026;19:28:20;10340;741;1078;-128;16.17;2;1;0
07/05/2026;19:28:21;10375;973;1101;-128;2.11;8;0;0
07/05/2026;19:28:22;10410;1178;1088;-160;293.55;3;-5;0
07/05/2026;19:28:23;10445;1275;849;-160;270.70;0;-9;0
07/05/2026;19:28:24;10480;1302;628;-160;256.64;0;-6;0
07/05/2026;19:28:25;10515;1297;464;-160;335.74;0;-2;0
07/05/2026;19:28:26;10550;1365;480;-160;14.41;7;2;0
07/05/2026;19:28:27;10585;1370;480;-160;100.55;0;7;0
07/05/2026;19:28:28;10620;1296;526;-160;107.58;-1;3;0
07/05/2026;19:28:29;10655;1326;675;-160;77.70;0;2;0
07/05/2026;19:28:30;10690;1274;851;-160;112.85;-4;7;0
07/05/2026;19:28:31;10725;1244;1126;-160;63.63;1;7;0
07/05/2026;19:28:32;10760;1413;1345;-160;358.59;7;3;0
07/05/2026;19:28:33;10795;1679;1307;-160;330.47;7;-4;0
07/05/2026;19:28:34;10830;1885;1120;-160;267.19;2;-8;0
07/05/2026;19:28:35;10865;1905;900;-168;290.04;1;-7;0
07/05/2026;19:28:36;10900;1987;700;-160;40.78;-1;-3;0
07/05/2026;19:28:37;10935;1967;756;-160;84.73;-2;-3;0
07/05/2026;19:28:38;10970;1963;633;-160;188.44;-3;-1;0
07/05/2026;19:28:39;11005;1737;609;-160;179.65;-9;-1;0
07/05/2026;19:28:40;11040;1456;650;-160;119.88;-7;4;0
07/05/2026;19:28:41;11075;1338;896;-168;135.70;-5;7;0
07/05/2026;19:28:42;11110;1149;1115;-160;135.70;-6;5;0
07/05/2026;19:28:43;11145;932;1306;-128;169.10;-8;3;0
07/05/2026;19:28:44;11180;653;1349;-128;181.41;-9;-1;0
07/05/2026;19:28:45;11215;629;1354;-128;195.47;6;1;0
07/05/2026;19:28:46;11250;797;1393;-128;107.58;-1;5;0
07/05/2026;19:28:47;11285;775;1463;-128;72.42;-1;0;0
07/05/2026;19:28:49;11323;817;1598;-128;109.34;-2;7;0
07/05/2026;19:28:50;11358;699;1847;-128;156.80;-7;4;0
07/05/2026;19:28:51;11393;427;1907;-136;163.83;-9;0;0
07/05/2026;19:28:52;11428;147;1956;-136;186.68;-9;-1;0
07/05/2026;19:28:53;11463;-128;2010;-128;200.74;-8;0;0
07/05/2026;19:28:54;11498;-258;1849;-128;323.79;3;-7;0
07/05/2026;19:28:55;11533;-147;1789;-128;279.84;-1;4;0
07/05/2026;19:28:56;11568;-131;1745;-128;286.88;1;-7;0
07/05/2026;19:28:57;11603;-120;1634;-128;256.99;-2;-6;0
07/05/2026;19:28:58;11638;-196;1424;-128;244.69;-1;0;0
07/05/2026;19:28:59;11673;-216;1416;-128;267.54;-1;-1;0
07/05/2026;19:29:00;11708;-225;1353;-128;204.26;-1;-2;0
07/05/2026;19:29:08;11927;608;47;0;296.37;0;-2;0
07/05/2026;19:29:09;11962;739;-124;0;333.28;6;-5;0
07/05/2026;19:29:10;11997;864;-251;-16;291.09;0;-6;0
07/05/2026;19:29:11;12032;1008;-400;0;6.68;4;0;0
07/05/2026;19:29:12;12067;1072;-296;0;87.54;0;6;0
07/05/2026;19:29:13;12102;958;-85;0;157.85;-8;3;0
07/05/2026;19:29:14;12137;684;-25;0;168.40;-9;1;0
07/05/2026;19:29:15;12172;576;25;0;236.95;-1;-1;0
07/05/2026;19:29:16;12207;549;-171;0;294.96;2;-8;0
07/05/2026;19:29:17;12242;616;-354;-16;277.38;0;-2;0
07/05/2026;19:29:18;12277;629;-514;-16;258.05;-1;-8;0
07/05/2026;19:29:19;12312;585;-701;-16;161.37;-1;-2;0
07/05/2026;19:29:20;12347;481;-604;-16;166.64;-7;3;0
07/05/2026;19:29:21;12382;421;-534;-16;73.48;1;5;0
07/05/2026;19:29:22;12417;492;-284;-16;73.48;2;7;0
"2026-05-07	19:29:22	12417	492	-284	-16	73.48	2	7	0";;;;;;;;;
